geneIDs	feature	id	fc	pval	qval	t_name	gene_name
MSTRG.9584	transcript	108092	1.43324964021841	0.46298927107	0.898262550968129	CHS.17277.1	SQRDL
MSTRG.9584	transcript	108093	1.43811264629871	0.2407279354631	0.76970529673388	CHS.17277.2	SQRDL
MSTRG.9584	transcript	108094	0.564739046436991	0.191868715818083	0.725960600301958	CHS.17277.3	SQRDL
MSTRG.9584	transcript	108096	0.641782219531934	0.32389917777258	0.825498138027837	CHS.17277.5	SQRDL
MSTRG.9584	transcript	108098	0.625936172060449	0.264800689314103	0.788404056117795	CHS.17277.7	SQRDL
MSTRG.9584	transcript	108099	1.77870119601955	0.151053019099351	0.682349725582177	MSTRG.9584.8	SQRDL
MSTRG.9584	transcript	108100	1.0100587616214	0.98656698501758	0.997098934668558	CHS.17277.10	SQRDL
MSTRG.9584	transcript	108101	1.26392495072335	0.664645298796606	0.954989007043131	CHS.17277.11	SQRDL
MSTRG.9584	transcript	108102	1.37783571495194	0.550075817889111	0.924886670486097	CHS.17277.14	SQRDL
MSTRG.9584	transcript	108103	1.35405061547415	0.477125286372719	0.904643971184938	CHS.17277.16	SQRDL
MSTRG.9584	transcript	108104	1.1598644600572	0.713516523651907	0.966961602810561	CHS.17277.17	SQRDL
MSTRG.9584	transcript	108105	1.32067720517511	0.366114480902477	0.850660393228075	CHS.17277.18	SQRDL
MSTRG.9590	transcript	108148	0.896837869003739	0.62997690639274	0.950246077952732	CHS.128437	RPL7AP62
MSTRG.9601	transcript	108251	1.02028066241538	0.963046646391866	0.994838214201215	CHS.17305.9	DUT
MSTRG.9601	transcript	108255	0.935577399851328	0.708254945880785	0.965586704890653	CHS.17305.13	DUT
MSTRG.9601	transcript	108257	0.502118832309623	0.15888555970361	0.691609326432286	CHS.17305.15	DUT
MSTRG.9601	transcript	108258	0.558339809572959	0.155799779514257	0.687401379851716	CHS.17305.16	DUT
MSTRG.9609	transcript	108309	0.881960769160208	0.749426098221095	0.972452494502172	CHS.17312.3	EID1
MSTRG.9609	transcript	108310	1.20472350450451	0.416427779666499	0.876783441769253	MSTRG.9609.4	EID1
MSTRG.9609	transcript	108311	1.550234221138	0.0746119218806671	0.561145115304223	CHS.17312.4	EID1
MSTRG.9611	transcript	108314	0.888533860035439	0.726888041175753	0.968181774319132	CHS.17313.1	SECISBP2L
MSTRG.9611	transcript	108324	1.15727563437663	0.775666979565235	0.976690478850378	CHS.17313.12	SECISBP2L
MSTRG.9612	transcript	108331	1.51634713526519	0.0543917920712392	0.514173078789475	CHS.17315.1	COPS2
MSTRG.9613	transcript	108362	0.290757903395092	0.0865318624026892	0.588089263146748	CHS.17316.26	GALK2
MSTRG.9625	transcript	108517	1.15008728050313	0.715452967560751	0.96744659705391	CHS.17325.1	SLC27A2
MSTRG.9625	transcript	108518	1.44266234648066	0.454397162556357	0.893632688581317	CHS.17325.2	SLC27A2
MSTRG.9625	transcript	108519	1.90619990447405	0.265115014065995	0.788404056117795	CHS.17325.3	SLC27A2
MSTRG.9625	transcript	108520	2.06029588314189	0.433542334226846	0.886308909811279	CHS.17325.4	SLC27A2
MSTRG.9625	transcript	108522	1.0934725973298	0.921761991242944	0.990515900720851	CHS.17325.7	SLC27A2
MSTRG.9634	transcript	108622	0.870870662303445	0.761612503710364	0.974529988314262	CHS.17336.12	TRPM7
MSTRG.9635	transcript	108634	1.92245769801813	0.231377701285913	0.763591220347847	CHS.17338.2	SPPL2A
MSTRG.9635	transcript	108638	1.29836266833948	0.497584440613561	0.911692842025961	CHS.17338.7	SPPL2A
MSTRG.9635	transcript	108640	0.914972457720028	0.865669701044044	0.989237914612457	MSTRG.9635.8	SPPL2A
MSTRG.9635	transcript	108641	1.31511391160015	0.60191811025299	0.94182450008167	CHS.17338.8	SPPL2A
MSTRG.9635	transcript	108642	2.00666799499644	0.179289177622351	0.712026299359471	CHS.17338.9	SPPL2A
MSTRG.9638	transcript	108678	0.876266429055105	0.67458094014474	0.955736880506177	CHS.17345.8	TNFAIP8L3
MSTRG.9640	transcript	108747	0.862296536466722	0.692408394167694	0.960831133742309	CHS.17351.18	DMXL2
MSTRG.9641	transcript	108786	1.86634911121301	0.0258219325194504	0.409090873899946	CHS.17356.15	LYSMD2
MSTRG.9645	transcript	108805	1.59543047339924	0.213787097716436	0.746275222759388	CHS.17359.1	LOC100422556
MSTRG.9645	transcript	108817	0.544389971049787	0.243495260871266	0.771401730660618	CHS.17360.6	LEO1
MSTRG.9645	transcript	108820	2.0501421268005	0.130411123794228	0.664048979221465	CHS.17360.9	LEO1
MSTRG.9647	transcript	108828	1.34908214236512	0.406265989381251	0.871820606020024	CHS.17364.10	MAPK6
MSTRG.9647	transcript	108832	1.15507831316322	0.608008224697174	0.944800444659162	CHS.17364.16	MAPK6
MSTRG.9647	transcript	108833	1.5939321857917	0.207252322448132	0.740624689796534	CHS.17364.17	MAPK6
MSTRG.9647	transcript	108835	1.49461456764115	0.453149253722154	0.892883067679413	CHS.17364.20	MAPK6
MSTRG.9649	transcript	108839	0.774901827985607	0.434026397683233	0.88637100607913	MSTRG.9649.1	MSTRG.9649
MSTRG.9652	transcript	108842	0.406992347843632	0.191317473292248	0.725209839018211	CHS.17369.1	BCL2L10
MSTRG.9652	transcript	108843	0.578540278428385	0.123837053455152	0.653063850600546	CHS.17369.2	BCL2L10
MSTRG.9654	transcript	108850	3.41661702361711	0.00114651021950718	0.170477150989902	CHS.17371.1	GNB5
MSTRG.9654	transcript	108852	0.517843819120961	0.184576492578592	0.717211945352944	CHS.17371.5	GNB5
MSTRG.9654	transcript	108854	0.194728487720946	0.00491111680379863	0.273287005049882	CHS.17371.7	GNB5
MSTRG.9662	transcript	108908	1.04262911774273	0.96112083911137	0.994838214201215	CHS.128445	EEF1B2P1
MSTRG.9664	transcript	108925	1.67609136708335	0.257944649252284	0.783686724544707	CHS.17379.16	ARPP19
MSTRG.9664	transcript	108927	1.19099409172188	0.665724879350094	0.954989007043131	CHS.17379.18	ARPP19
MSTRG.9664	transcript	108928	1.65843639013322	0.37918274575868	0.859231555956261	CHS.17379.19	ARPP19
MSTRG.9665	transcript	108935	0.5876349383231	0.17159251561822	0.705910917685469	CHS.17380.5	FAM214A
MSTRG.9665	transcript	108955	2.06459818243559	0.162435706602801	0.695373185843171	CHS.17380.27	FAM214A
MSTRG.9667	transcript	108966	0.840159750051563	0.65135604876153	0.954989007043131	MSTRG.9667.1	ONECUT1
MSTRG.9667	transcript	108968	1.22649368343196	0.626035717403382	0.948833482621988	CHS.17384.2	ONECUT1
MSTRG.9669	transcript	108976	0.819196154257858	0.550321845206324	0.924886670486097	MSTRG.9669.1	MSTRG.9669
MSTRG.9672	transcript	108989	0.886991963564997	0.921851879456787	0.990539075694422	MSTRG.9672.1	MSTRG.9672
MSTRG.9676	transcript	109002	1.29976903168319	0.453444495066292	0.893203218652681	CHS.17392.3	WDR72
MSTRG.9676	transcript	109012	1.89793108734149	0.0670239354784781	0.548359655708602	CHS.17392.13	WDR72
MSTRG.9677	transcript	109040	0.552546795907677	0.154852276325855	0.686153342824096	CHS.17397.4	RSL24D1
MSTRG.9677	transcript	109041	1.14471085361388	0.828019907776473	0.98497188154957	CHS.17397.5	RSL24D1
MSTRG.9677	transcript	109042	1.12774882206386	0.769284409261335	0.976343826604474	CHS.17397.6	RSL24D1
MSTRG.9677	transcript	109047	1.37283153500198	0.433312484616494	0.8862534287961	CHS.17397.11	RSL24D1
MSTRG.9679	transcript	109068	0.770771504670006	0.247046854385911	0.774180279526926	CHS.17400.2	PIGBOS1
MSTRG.9679	transcript	109069	0.83738427158412	0.444116606530901	0.889694021990691	CHS.17400.3	PIGBOS1
MSTRG.9682	transcript	109107	1.60117876255905	0.301266178646031	0.810476869707504	MSTRG.9682.10	CCPG1
MSTRG.9682	transcript	109108	1.30567635635104	0.489355885798143	0.908547462323438	CHS.17405.9	CCPG1
MSTRG.9682	transcript	109115	0.637403508955545	0.190122801640592	0.724032503625274	CHS.17405.13	CCPG1
MSTRG.9682	transcript	109116	1.66418831919649	0.21516412973198	0.747387113569303	CHS.17405.14	CCPG1
MSTRG.9686	transcript	109147	0.557276092613816	0.0791686786632726	0.571512000149571	CHS.17412.6	NEDD4
MSTRG.9686	transcript	109148	1.44562630922685	0.401799665326862	0.869849032396636	CHS.17412.7	NEDD4
MSTRG.9686	transcript	109151	0.869305867822179	0.725073516619056	0.968181774319132	CHS.17412.10	NEDD4
MSTRG.9692	transcript	109193	0.872968299323426	0.668934075010951	0.954989007043131	CHS.17419.6	MNS1
MSTRG.9695	transcript	109234	0.773051169783763	0.557800085644484	0.926117382939132	MSTRG.9695.1	MSTRG.9695
MSTRG.9695	transcript	109235	0.973764581044196	0.928918283205291	0.991761818831958	MSTRG.9695.2	MSTRG.9695
MSTRG.9699	transcript	109300	2.36542236009935	0.0194548330548119	0.379690405258186	CHS.17433.2	CGNL1
MSTRG.9699	transcript	109314	0.757393894697602	0.60745811963433	0.944612830064225	CHS.17433.19	CGNL1
MSTRG.9702	transcript	109336	0.945783729155312	0.871104995274622	0.989267450437849	CHS.17435.1	POLR2M
MSTRG.9703	transcript	109359	0.738012206213133	0.38662912420498	0.863982261786335	CHS.17440.14	ALDH1A2
MSTRG.9706	transcript	109375	3.21963520349655	0.0400722034109375	0.466350896288168	CHS.17443.13	AQP9
MSTRG.9706	transcript	109376	1.76124665665071	0.353789470138279	0.842386304289215	MSTRG.9706.13	AQP9
MSTRG.9706	transcript	109377	1.42422747526117	0.167408772206315	0.69969686578739	CHS.17443.16	AQP9
MSTRG.9705	transcript	109395	1.68775721850899	0.182212368671367	0.714697250408487	MSTRG.9705.15	MSTRG.9705
MSTRG.9707	transcript	109413	5.16333643875481	0.0107694292588888	0.322256101499281	CHS.17444.5	LIPC
MSTRG.9707	transcript	109414	1.25963298027406	0.471180353757415	0.902147771867662	CHS.17444.6	LIPC
MSTRG.9709	transcript	109426	0.671297547453081	0.205556762644566	0.739369941803901	CHS.17448.3	ADAM10
MSTRG.9709	transcript	109428	1.94075631332092	0.266281850649659	0.788933623275792	CHS.17448.5	ADAM10
MSTRG.9711	transcript	109435	1.0533959495938	0.819930741640663	0.983730929391255	CHS.128456	LOC100289060
MSTRG.9717	transcript	109472	0.77873518790647	0.438585796976959	0.888365953138412	CHS.17455.8	SLTM
MSTRG.9717	transcript	109499	3.81840115471428	0.00503968632286833	0.273498492602903	CHS.17455.35	SLTM
MSTRG.9717	transcript	109501	1.34048860076338	0.596312769778445	0.940674984758298	CHS.17455.37	SLTM
MSTRG.9719	transcript	109538	0.771032946494356	0.523832443138885	0.92012462949909	CHS.17459.1	CCNB2
MSTRG.9719	transcript	109539	0.940137167775437	0.853044829249437	0.988157389851517	CHS.17459.2	CCNB2
MSTRG.9720	transcript	109550	1.23491536760512	0.575903781499873	0.93403754157317	CHS.17460.3	MYO1E
MSTRG.9720	transcript	109551	1.58617274746043	0.209342862297333	0.742641225885721	CHS.17460.4	MYO1E
MSTRG.9720	transcript	109554	0.749557482450238	0.622885034281459	0.94774258485749	CHS.17460.7	MYO1E
MSTRG.9720	transcript	109555	1.91111476191609	0.391937873386362	0.864272991852794	CHS.17460.8	MYO1E
MSTRG.9720	transcript	109557	1.84190036856386	0.0580552007169706	0.525415130211178	CHS.17460.10	MYO1E
MSTRG.9729	transcript	109591	0.934788753535448	0.811141872006506	0.982486498618195	CHS.17466.8	GCNT3
MSTRG.9731	transcript	109596	0.961221791129795	0.944644026455009	0.993213730832848	CHS.17467.1	GTF2A2
MSTRG.9731	transcript	109597	0.794866416580845	0.579979546015834	0.93476728294395	CHS.17467.2	GTF2A2
MSTRG.9731	transcript	109601	1.0534739583131	0.92013395006644	0.990515900720851	CHS.17467.7	GTF2A2
MSTRG.9731	transcript	109605	0.770402104791907	0.555687537960937	0.925248330403901	MSTRG.9731.10	GTF2A2
MSTRG.9731	transcript	109606	0.702283455855504	0.212309040669755	0.744552275651456	CHS.17467.12	GTF2A2
MSTRG.9731	transcript	109607	0.816789411414341	0.568548160756907	0.930828610211155	CHS.17467.13	GTF2A2
MSTRG.9732	transcript	109615	0.933487434160911	0.801810309813273	0.979889344244959	CHS.17468.10	BNIP2
MSTRG.9734	transcript	109623	0.0500079625554748	0.0518945194403693	0.507103931414462	CHS.128463	RPS3AP6
MSTRG.9736	transcript	109637	1.6543774126602	0.132126057709703	0.666498033055938	CHS.17480.1	ANXA2
MSTRG.9736	transcript	109638	1.82836043529077	0.120088318481346	0.646057318522597	CHS.17480.2	ANXA2
MSTRG.9736	transcript	109640	1.62971697160111	0.311604006352296	0.817507216356732	CHS.17480.4	ANXA2
MSTRG.9736	transcript	109641	1.58987723231957	0.305386310013759	0.813971534826092	CHS.17480.5	ANXA2
MSTRG.9736	transcript	109642	2.4029237582724	0.0459248485313667	0.488808157287511	CHS.17480.6	ANXA2
MSTRG.9736	transcript	109644	1.42947864290119	0.462651964940699	0.897753249710054	CHS.17480.8	ANXA2
MSTRG.9736	transcript	109645	2.18712570031013	0.207908125516736	0.741332166999255	CHS.17480.9	ANXA2
MSTRG.9736	transcript	109646	1.41099100430322	0.437018940982839	0.887620769853852	CHS.17480.10	ANXA2
MSTRG.9736	transcript	109647	1.90482485442042	0.298563963830073	0.809024956540644	CHS.17480.11	ANXA2
MSTRG.9736	transcript	109648	1.56471793247181	0.597851350193183	0.940899233638094	CHS.17480.12	ANXA2
MSTRG.9736	transcript	109649	3.02002074826657	0.107244700062745	0.625550990733065	CHS.17480.13	ANXA2
MSTRG.9736	transcript	109652	3.16881538362677	0.109382027975953	0.629087008713991	CHS.17480.16	ANXA2
MSTRG.9736	transcript	109653	3.7083729801672	0.110532119597088	0.630715253264503	CHS.17480.17	ANXA2
MSTRG.9736	transcript	109654	1.21034839448612	0.8186260014996	0.983471274167227	CHS.17480.18	ANXA2
MSTRG.9736	transcript	109655	0.333018022514412	0.506083399036745	0.913593951123839	CHS.17480.19	ANXA2
MSTRG.9737	transcript	109660	0.663974440374286	0.116921289816112	0.642592400696501	CHS.128465	RPS10P22
MSTRG.9740	transcript	109704	1.37103226976534	0.473933049848877	0.90338065798612	CHS.17484.24	RORA
MSTRG.9756	transcript	109753	1.63827173639147	0.0683024401904281	0.552065987803501	CHS.17501.4	VPS13C
MSTRG.9758	transcript	109764	0.912530703829731	0.842491266755277	0.986193779599187	CHS.17505.1	C2CD4A
MSTRG.9760	transcript	109776	0.644260097019463	0.106665112353208	0.624652108275893	MSTRG.9760.1	MSTRG.9760
MSTRG.9772	transcript	109845	0.947470383171409	0.750145120287464	0.97261813063366	CHS.128468	LOC100287243
MSTRG.9773	transcript	109860	0.999022429871252	0.997247593254574	0.999488718956516	CHS.17531.15	TPM1
MSTRG.9773	transcript	109870	0.434867359670522	0.141775382928195	0.676780706257157	CHS.17531.24	TPM1
MSTRG.9773	transcript	109892	1.54315304255099	0.675283124650805	0.955944562943994	CHS.17531.48	TPM1
MSTRG.9775	transcript	109911	1.21035387403122	0.374976488746063	0.855742698570651	CHS.17537.12	LACTB
MSTRG.9777	transcript	109914	0.425672836244526	0.341774092329909	0.837160526702248	CHS.17540.1	RPS27L
MSTRG.9777	transcript	109915	1.40943285150398	0.315694380225373	0.8202205723031	CHS.17540.2	RPS27L
MSTRG.9777	transcript	109917	1.35923490728991	0.533641222348929	0.921572638247181	CHS.17540.4	RPS27L
MSTRG.9777	transcript	109918	1.35959834458284	0.452025431189725	0.892320859568398	CHS.17540.5	RPS27L
MSTRG.9777	transcript	109920	0.815635411538444	0.608435510225763	0.944836851715016	CHS.17540.7	RPS27L
MSTRG.9777	transcript	109922	1.37263454377093	0.254623743490442	0.78180984643169	CHS.17540.8	RPS27L
MSTRG.9777	transcript	109926	0.808086284146788	0.569763311826481	0.931565785871755	CHS.17540.13	RPS27L
MSTRG.9780	transcript	109973	1.6916260151644	0.234744050889555	0.765650383418405	CHS.17547.7	CA12
MSTRG.9785	transcript	110046	1.23939734385752	0.587884224261332	0.937388887149573	CHS.17564.12	HERC1
MSTRG.9785	transcript	110047	1.11384084790405	0.829119193614415	0.98497188154957	CHS.17564.13	HERC1
MSTRG.9788	transcript	110098	1.46163970007233	0.532785036563815	0.921572638247181	CHS.17571.1	FAM96A
MSTRG.9788	transcript	110099	0.608486651967074	0.17856489218282	0.71191547743757	CHS.17571.2	FAM96A
MSTRG.9788	transcript	110100	0.657201453617697	0.293151291312911	0.805644045818913	CHS.17571.3	FAM96A
MSTRG.9788	transcript	110101	0.690739833220581	0.541209466001393	0.921678698508031	CHS.17571.4	FAM96A
MSTRG.9788	transcript	110102	0.751381380382078	0.812708530759608	0.982486498618195	CHS.17571.5	FAM96A
MSTRG.9788	transcript	110103	0.931687531419972	0.856255596487939	0.988367714082499	CHS.17571.6	FAM96A
MSTRG.9789	transcript	110113	0.855383584101678	0.756166434606079	0.973082350037566	CHS.17572.12	SNX1
MSTRG.9789	transcript	110114	1.0359814465594	0.942367659530293	0.992876252658941	CHS.17572.14	SNX1
MSTRG.9789	transcript	110115	1.35422182962036	0.316164201546042	0.820491797494272	CHS.17572.16	SNX1
MSTRG.9789	transcript	110119	0.702105053342494	0.396802961241557	0.866806116096361	CHS.17572.20	SNX1
MSTRG.9790	transcript	110133	0.764171499972806	0.417093432218833	0.876783441769253	MSTRG.9790.12	MSTRG.9790
MSTRG.9791	transcript	110140	0.451936628951279	0.0189321344083344	0.378569604234938	CHS.17574.1	PPIB
MSTRG.9791	transcript	110141	0.830941754225297	0.555796450448368	0.925248330403901	CHS.17574.2	PPIB
MSTRG.9791	transcript	110142	0.431973423302831	0.00849439593232282	0.321974930660124	CHS.17574.3	PPIB
MSTRG.9791	transcript	110143	0.73243037480117	0.606478380295742	0.943716190205037	CHS.17574.4	PPIB
MSTRG.9791	transcript	110144	0.48804769423233	0.0627668786937732	0.537120506454334	CHS.17574.5	PPIB
MSTRG.9791	transcript	110145	1.07437592430925	0.836739554909312	0.985960158194091	CHS.17574.6	PPIB
MSTRG.9791	transcript	110146	1.11402286352035	0.731122156213487	0.969418009971241	CHS.17574.7	PPIB
MSTRG.9791	transcript	110147	0.954719453520403	0.861319637834853	0.988847483815263	CHS.17574.8	PPIB
MSTRG.9791	transcript	110148	0.638778164426649	0.252149503621231	0.778879994641665	CHS.17574.9	PPIB
MSTRG.9791	transcript	110149	0.124739864446715	0.0305001489959014	0.428991744099774	CHS.17574.10	PPIB
MSTRG.9792	transcript	110172	0.774227806957782	0.449094875946413	0.892037126501721	CHS.17577.3	KIAA0101
MSTRG.9793	transcript	110191	0.823240092826426	0.166582123532508	0.699304291268424	CHS.17578.16	TRIP4
MSTRG.9795	transcript	110203	1.85752553683412	0.0826989221162387	0.580276398438002	CHS.17580.10	ZNF609
MSTRG.9796	transcript	110205	0.800548475481648	0.330244486412617	0.829165426642595	CHS.128469	GAPDHP61
MSTRG.9798	transcript	110207	0.583482838067639	0.174355817690942	0.708929754125452	CHS.128470	RPS26P50
MSTRG.9802	transcript	110215	0.894451727825247	0.762059587697787	0.974560455133878	CHS.17583.2	OAZ2
MSTRG.9802	transcript	110221	0.826579647545052	0.640006495171914	0.953509199752134	CHS.17583.8	OAZ2
MSTRG.9804	transcript	110232	0.8049844602249	0.663808432465687	0.954989007043131	CHS.17588.4	RBPMS2
MSTRG.9804	transcript	110233	1.02964601569368	0.944357394485713	0.993150204546033	CHS.17588.5	RBPMS2
MSTRG.9804	transcript	110238	0.954143734345847	0.946042113635101	0.993413192932607	CHS.17588.11	RBPMS2
MSTRG.9807	transcript	110259	1.21423159651778	0.625422201374109	0.948833482621988	CHS.17594.1	PLEKHO2
MSTRG.9811	transcript	110288	1.21542310493283	0.437590269303522	0.887780429527229	CHS.17599.3	SPG21
MSTRG.9811	transcript	110289	1.40407809861547	0.735494109628355	0.970390839668322	CHS.17599.4	SPG21
MSTRG.9811	transcript	110293	1.1058294344666	0.830923010520977	0.985319910722138	CHS.17599.8	SPG21
MSTRG.9811	transcript	110295	1.27461421451975	0.460954187339273	0.897295262195691	CHS.17599.10	SPG21
MSTRG.9811	transcript	110297	0.326940764232785	0.18786246870787	0.721455195260695	CHS.17599.12	SPG21
MSTRG.9811	transcript	110298	0.794341389927373	0.726616438934146	0.968181774319132	CHS.17599.13	SPG21
MSTRG.9811	transcript	110299	1.12012906292952	0.872926654433056	0.989267450437849	CHS.17599.14	SPG21
MSTRG.9811	transcript	110300	1.71065022777963	0.404766588413354	0.870967622033748	CHS.17599.15	SPG21
MSTRG.9811	transcript	110301	0.94319602115145	0.91100057363929	0.989267450437849	CHS.17599.16	SPG21
MSTRG.9811	transcript	110302	1.27106054514792	0.725085280130402	0.968181774319132	CHS.17599.17	SPG21
MSTRG.9811	transcript	110303	0.622761441917664	0.63538596212891	0.951730514907074	CHS.17599.18	SPG21
MSTRG.9815	transcript	110317	1.35276304108658	0.699817300257591	0.963069781910087	CHS.17604.1	SLC51B
MSTRG.9815	transcript	110322	1.08198200521625	0.889083317953155	0.989267450437849	CHS.17604.2	SLC51B
MSTRG.9819	transcript	110344	1.68986288472257	0.117910378506506	0.643272575588448	CHS.17609.2	PDCD7
MSTRG.9819	transcript	110345	0.716181175450687	0.404663832492777	0.870882231580147	CHS.17609.3	PDCD7
MSTRG.9821	transcript	110353	1.53165260033757	0.000514394901449	0.134742509372265	CHS.17611.4	CLPX
MSTRG.9821	transcript	110356	1.91879387003261	0.0183687439106786	0.375887845169409	MSTRG.9821.7	CLPX
MSTRG.9822	transcript	110374	0.79401228301447	0.723759228620013	0.968181774319132	CHS.17614.3	PARP16
MSTRG.9824	transcript	110456	0.613884529074315	0.24104704741426	0.76970529673388	CHS.17621.1	HACD3
MSTRG.9824	transcript	110457	0.349743236038669	0.000462535587997914	0.127133732191152	CHS.17621.2	HACD3
MSTRG.9824	transcript	110459	1.24457563974963	0.712737491421868	0.966775851372187	CHS.17621.4	HACD3
MSTRG.9824	transcript	110464	0.67554691412634	0.29359206983798	0.805929522165552	CHS.17621.9	HACD3
MSTRG.9824	transcript	110466	0.685300822912816	0.512512420587427	0.916557034125567	CHS.17621.12	HACD3
MSTRG.9825	transcript	110481	1.68019013786721	0.159087348678616	0.692064005949637	CHS.17622.15	VWA9
MSTRG.9825	transcript	110482	1.30572669715655	0.561373570817857	0.927505748094215	CHS.17622.16	VWA9
MSTRG.9825	transcript	110483	0.630386034720203	0.156476240689868	0.688197517046615	CHS.17622.17	VWA9
MSTRG.9825	transcript	110484	1.37600364958333	0.39145992182927	0.864272991852794	CHS.17622.18	VWA9
MSTRG.9828	transcript	110518	1.53260457006255	0.172053308478538	0.70616107025871	CHS.17625.13	DENND4A
MSTRG.9834	transcript	110536	1.7198498317681	0.32427220744538	0.825768449952318	CHS.17628.1	RAB11A
MSTRG.9834	transcript	110538	0.648101205396892	0.461955782275943	0.89746637813801	CHS.17628.3	RAB11A
MSTRG.9836	transcript	110585	0.540221491567118	0.0155455464500791	0.365321206400247	CHS.17632.26	DIS3L
MSTRG.9837	transcript	110593	0.57607064832422	0.0864799316675769	0.58796882544457	CHS.17634.9	TIPIN
MSTRG.9837	transcript	110598	1.00441707452171	0.993317492169499	0.998506161489329	CHS.128479	RPL9P25
MSTRG.9837	transcript	110599	0.787921263124624	0.536991651203909	0.921572638247181	CHS.17634.14	TIPIN
MSTRG.9838	transcript	110600	1.28663911370189	0.550498199452869	0.924886670486097	CHS.17635.1	MAP2K1
MSTRG.9838	transcript	110601	0.497614012818987	0.0317575721042669	0.435104287263985	CHS.17635.2	MAP2K1
MSTRG.9838	transcript	110603	1.24405329461808	0.564397069701239	0.928975072190698	CHS.17635.4	MAP2K1
MSTRG.9838	transcript	110608	1.58447588430746	0.309067560276146	0.816153670861035	CHS.17635.9	MAP2K1
MSTRG.9838	transcript	110609	1.85475190881791	0.063129346668808	0.537248495746577	CHS.17635.10	MAP2K1
MSTRG.9842	transcript	110631	1.07999340298175	0.798171603750503	0.979429142361407	CHS.17637.1	RPL4
MSTRG.9842	transcript	110632	1.34273018217356	0.551339481451069	0.925248330403901	CHS.17637.2	RPL4
MSTRG.9842	transcript	110639	1.22020163435683	0.540795471127796	0.921678698508031	CHS.17637.9	RPL4
MSTRG.9842	transcript	110640	0.961507144971871	0.970285625161354	0.994838214201215	MSTRG.9842.10	RPL4
MSTRG.9842	transcript	110641	1.09907725370494	0.873578371674574	0.989267450437849	CHS.17637.10	RPL4
MSTRG.9842	transcript	110642	0.749249543259116	0.828177817996848	0.98497188154957	CHS.17637.11	RPL4
MSTRG.9842	transcript	110643	1.45535912742125	0.518871496434399	0.919032070562501	CHS.17637.12	RPL4
MSTRG.9843	transcript	110658	1.01959232587197	0.953559021867089	0.994647531580472	CHS.17638.15	ZWILCH
MSTRG.9843	transcript	110659	1.01049299009224	0.970676198860687	0.994838214201215	CHS.17638.16	ZWILCH
MSTRG.9847	transcript	110681	0.71766317054773	0.210779948272652	0.744074137629962	MSTRG.9847.1	MSTRG.9847
MSTRG.9847	transcript	110683	0.563130996457143	0.0959452524885346	0.605353293770298	MSTRG.9847.3	MSTRG.9847
MSTRG.9847	transcript	110685	0.45428171596438	0.0405964319650293	0.467875933888806	CHS.17648.2	LOC102723493
MSTRG.9847	transcript	110695	0.90801495367617	0.773242184988623	0.976459556450296	CHS.17648.15	RP11-798K3.2
MSTRG.9848	transcript	110710	1.43251457386711	0.532917856338255	0.921572638247181	CHS.17650.17	SMAD3
MSTRG.9850	transcript	110713	0.510500628410042	0.259035971500081	0.784189182173662	CHS.17652.1	AAGAB
MSTRG.9850	transcript	110717	0.72304926576919	0.422954874806059	0.881892929834337	MSTRG.9850.5	AAGAB
MSTRG.9850	transcript	110718	1.29824805196409	0.67025199906565	0.955050277927135	CHS.17652.5	AAGAB
MSTRG.9850	transcript	110720	1.39286782099585	0.609468746005043	0.944891251624098	CHS.17652.7	AAGAB
MSTRG.9855	transcript	110778	0.756560526302176	0.329702760222702	0.828943213916844	MSTRG.9855.9	MSTRG.9855
MSTRG.9856	transcript	110780	0.601152404903747	0.00527209468982237	0.275119294922368	CHS.17655.1	C15orf61
MSTRG.9858	transcript	110797	0.513337056560789	0.0704797262874948	0.553163719595303	CHS.17657.13	MAP2K5
MSTRG.9860	transcript	110818	0.94056634350674	0.784142212813096	0.978669277530716	CHS.17666.1	PIAS1
MSTRG.9862	transcript	110841	0.589943913883794	0.113777103465727	0.637828454692577	CHS.17669.6	CALML4
MSTRG.9863	transcript	110847	1.10823611434305	0.732631044396663	0.969482268311653	CHS.17668.6	CLN6
MSTRG.9863	transcript	110848	0.686355438404132	0.135033954623195	0.669380138527912	CHS.17668.7	CLN6
MSTRG.9866	transcript	110865	1.41330966650846	0.543326745293167	0.921678698508031	CHS.17673.1	FEM1B
MSTRG.9868	transcript	110915	0.752579337210454	0.225114573328719	0.756269867684941	CHS.17680.13	ANP32A
MSTRG.9868	transcript	110916	0.657001828621784	0.390084912604393	0.864272991852794	CHS.17680.14	ANP32A
MSTRG.9872	transcript	110929	1.16170738794004	0.648552063765794	0.954989007043131	CHS.17685.1	SPESP1
MSTRG.9880	transcript	111019	0.478118896671498	0.0243570807792843	0.402686537353128	CHS.17694.1	RPLP1
MSTRG.9880	transcript	111020	0.382975309349129	0.000671113473000862	0.142054242521964	CHS.17694.2	RPLP1
MSTRG.9880	transcript	111021	0.409428449096591	0.00332563078870218	0.23618538029349	CHS.17694.3	RPLP1
MSTRG.9880	transcript	111022	0.440497461108143	0.00224209291273925	0.215282772024005	CHS.17694.4	RPLP1
MSTRG.9880	transcript	111023	0.603183649162466	0.0861626409361966	0.587920828536978	CHS.17694.5	RPLP1
MSTRG.9881	transcript	111034	0.256495940664163	0.0392284531273204	0.463266287883052	CHS.17697.6	DRAIC
